CustomerKey,Name,Birth Date,Marital Status,Gender,Yearly Income,Total Children,Children At Home,Education,Occupation,Continent,City,State,Customer Type,CountryRegion,CompanyName
1810,"Navarro, Michele",22-09-1967 00:00,M,F,20000,1,1,Partial College,Manual,Europe,Grevenbroich,North Rhine-Westphalia,Person,Germany,
1815,"Sharma, Casey",10-04-1967 00:00,S,F,30000,1,1,Bachelors,Clerical,Europe,Essen,North Rhine-Westphalia,Person,Germany,
1847,"Nara, Bridget",06-07-1964 00:00,S,F,30000,2,2,Partial College,Clerical,Europe,Bottrop,North Rhine-Westphalia,Person,Germany,
1864,"Zhang, Caleb",25-08-1978 00:00,S,M,30000,4,4,Partial College,Clerical,Europe,Paderborn,North Rhine-Westphalia,Person,Germany,
2257,"Subram, Abby",13-11-1957 00:00,S,F,130000,2,4,Partial College,Professional,Europe,Essen,North Rhine-Westphalia,Person,Germany,
2260,"Garcia, Allen",07-11-1957 00:00,M,M,130000,2,4,Partial College,Professional,Europe,Munster,North Rhine-Westphalia,Person,Germany,
2261,"Flores, James",09-10-1957 00:00,M,M,130000,3,4,Partial College,Professional,Europe,Neunkirchen,North Rhine-Westphalia,Person,Germany,
2262,"Andersen, Lindsey",05-04-1957 00:00,M,F,130000,3,4,Partial College,Professional,Europe,Paderborn,North Rhine-Westphalia,Person,Germany,
2266,"Adams, Luke",22-01-1956 00:00,S,M,120000,3,4,High School,Professional,Europe,Paderborn,North Rhine-Westphalia,Person,Germany,
2407,"Jiménez, Craig",05-01-1957 00:00,M,M,130000,2,4,Partial College,Professional,Europe,Munster,North Rhine-Westphalia,Person,Germany,
2588,"Subram, Kristina",24-11-1954 00:00,S,F,100000,3,4,High School,Professional,Europe,Bonn,North Rhine-Westphalia,Person,Germany,
2599,"Luo, Keith",16-08-1951 00:00,M,M,120000,4,5,Partial College,Professional,Europe,Werne,North Rhine-Westphalia,Person,Germany,
2609,"Kumar, Karla",21-04-1949 00:00,M,F,120000,4,5,High School,Management,Europe,Paderborn,North Rhine-Westphalia,Person,Germany,
2697,"Edwards, Katherine",15-11-1971 00:00,S,F,40000,2,2,Partial College,Clerical,Europe,Neunkirchen,North Rhine-Westphalia,Person,Germany,
2788,"Cai, Glenn",14-07-1966 00:00,M,M,30000,1,1,Bachelors,Clerical,Europe,Grevenbroich,North Rhine-Westphalia,Person,Germany,
2791,"Deng, Nina",19-06-1965 00:00,S,F,20000,2,2,High School,Manual,Europe,Munster,North Rhine-Westphalia,Person,Germany,
2797,"Zheng, Martha",04-09-1963 00:00,M,F,10000,3,2,Partial High School,Manual,Europe,Dusseldorf,North Rhine-Westphalia,Person,Germany,
2808,"Rana, Frederick",12-10-1964 00:00,S,M,30000,2,2,Partial College,Clerical,Europe,Dusseldorf,North Rhine-Westphalia,Person,Germany,
2825,"Wood, Destiny",06-08-1978 00:00,S,F,30000,4,4,Partial College,Clerical,Europe,Werne,North Rhine-Westphalia,Person,Germany,
3143,"Zheng, Damien",13-09-1960 00:00,M,M,10000,1,1,High School,Manual,Europe,Bonn,North Rhine-Westphalia,Person,Germany,
3194,"Vance, Pamela",03-08-1950 00:00,S,F,100000,3,4,Partial College,Management,Europe,Dusseldorf,North Rhine-Westphalia,Person,Germany,
3426,"Carlson, Victor",18-08-1957 00:00,M,M,120000,2,4,High School,Professional,Europe,Dusseldorf,North Rhine-Westphalia,Person,Germany,
3719,"Raji, Gregory",15-10-1971 00:00,S,M,40000,2,2,Partial College,Clerical,Europe,Bottrop,North Rhine-Westphalia,Person,Germany,
3782,"Butler, Robert",04-05-1967 00:00,S,M,20000,1,1,Partial College,Manual,Europe,Solingen,North Rhine-Westphalia,Person,Germany,
3783,"Lewis, Michael",17-10-1967 00:00,S,M,20000,1,1,Partial College,Manual,Europe,Paderborn,North Rhine-Westphalia,Person,Germany,
3790,"Zhang, Rosa",03-10-1966 00:00,S,F,20000,2,2,High School,Manual,Europe,Munster,North Rhine-Westphalia,Person,Germany,
3796,"Gao, Crystal",06-03-1966 00:00,M,F,30000,1,1,Bachelors,Skilled Manual,Europe,Dusseldorf,North Rhine-Westphalia,Person,Germany,
3801,"Arthur, Abby",03-01-1965 00:00,M,F,30000,1,1,Bachelors,Skilled Manual,Europe,Solingen,North Rhine-Westphalia,Person,Germany,
3836,"Saunders, Melody",02-09-1978 00:00,S,F,30000,4,4,Partial College,Clerical,Europe,Paderborn,North Rhine-Westphalia,Person,Germany,
3867,"Peterson, Hailey",21-10-1970 00:00,S,F,40000,2,2,Partial College,Clerical,Europe,Solingen,North Rhine-Westphalia,Person,Germany,
3934,"Patel, Ronald",18-01-1967 00:00,M,M,20000,1,1,Partial College,Manual,Europe,Grevenbroich,North Rhine-Westphalia,Person,Germany,
3973,"Deng, Cristina",05-10-1979 00:00,S,F,30000,3,3,Partial College,Clerical,Europe,Neunkirchen,North Rhine-Westphalia,Person,Germany,
4050,"Dominguez, Frank",24-03-1960 00:00,S,M,10000,1,1,High School,Manual,Europe,Bottrop,North Rhine-Westphalia,Person,Germany,
4051,"Miller, Joshua",10-12-1960 00:00,S,M,20000,1,1,Partial College,Manual,Europe,Paderborn,North Rhine-Westphalia,Person,Germany,
4091,"Mehta, Troy",24-06-1953 00:00,S,M,10000,2,1,High School,Manual,Europe,Bottrop,North Rhine-Westphalia,Person,Germany,
4092,"Madan, Jermaine",20-03-1968 00:00,M,M,20000,1,1,Partial College,Manual,Europe,Essen,North Rhine-Westphalia,Person,Germany,
4093,"Morris, Adrian",18-08-1954 00:00,M,M,80000,3,2,Partial College,Professional,Europe,Solingen,North Rhine-Westphalia,Person,Germany,
4101,"Chandra, Brenda",23-11-1946 00:00,M,F,110000,3,4,Bachelors,Management,Europe,Neunkirchen,North Rhine-Westphalia,Person,Germany,
4102,"Shan, Shawn",17-10-1946 00:00,S,M,120000,4,5,Bachelors,Management,Europe,Werne,North Rhine-Westphalia,Person,Germany,
4118,"Dominguez, Dana",14-05-1949 00:00,M,F,100000,3,4,Partial College,Management,Europe,Dusseldorf,North Rhine-Westphalia,Person,Germany,
4619,"Sharma, Gabriel",26-02-1973 00:00,M,M,40000,1,1,Bachelors,Skilled Manual,Europe,Werne,North Rhine-Westphalia,Person,Germany,
4626,"Alvarez, Clinton",17-10-1972 00:00,M,M,40000,1,1,Partial College,Clerical,Europe,Bonn,North Rhine-Westphalia,Person,Germany,
4627,"White, Eduardo",23-07-1972 00:00,M,M,40000,1,1,Partial College,Clerical,Europe,Bottrop,North Rhine-Westphalia,Person,Germany,
4656,"Gomez, Deanna",02-11-1960 00:00,M,F,20000,1,1,Partial College,Manual,Europe,Essen,North Rhine-Westphalia,Person,Germany,
4699,"Wang, Susan",03-03-1953 00:00,S,F,120000,3,5,Bachelors,Management,Europe,Werne,North Rhine-Westphalia,Person,Germany,
4704,"Chande, Alison",06-05-1951 00:00,M,F,80000,5,2,High School,Professional,Europe,Bonn,North Rhine-Westphalia,Person,Germany,
4929,"Pal, Priscilla",08-05-1956 00:00,S,F,120000,3,4,High School,Professional,Europe,Neunkirchen,North Rhine-Westphalia,Person,Germany,
5268,"Chen, Edwin",23-10-1966 00:00,M,M,30000,1,1,Bachelors,Skilled Manual,Europe,Grevenbroich,North Rhine-Westphalia,Person,Germany,
5277,"Carlson, Brandi",05-03-1964 00:00,S,F,20000,3,3,High School,Manual,Europe,Bonn,North Rhine-Westphalia,Person,Germany,
5281,"Ma, Glenn",19-08-1963 00:00,S,M,10000,3,2,Partial High School,Manual,Europe,Munster,North Rhine-Westphalia,Person,Germany,
5314,"Russell, Hailey",26-03-1978 00:00,S,F,30000,4,4,Partial College,Clerical,Europe,Paderborn,North Rhine-Westphalia,Person,Germany,
5588,"Martinez, Zachary",11-09-1953 00:00,M,M,120000,3,5,Bachelors,Management,Europe,Solingen,North Rhine-Westphalia,Person,Germany,
5822,"Carter, Mary",20-07-1958 00:00,M,F,130000,2,3,Bachelors,Management,Europe,Solingen,North Rhine-Westphalia,Person,Germany,
5826,"Zeng, Susan",04-08-1957 00:00,M,F,120000,2,4,High School,Professional,Europe,Bottrop,North Rhine-Westphalia,Person,Germany,
5827,"Vazquez, Roberto",12-11-1957 00:00,M,M,130000,3,4,Partial College,Professional,Europe,Solingen,North Rhine-Westphalia,Person,Germany,
5831,"Hall, Alexandra",21-10-1955 00:00,M,F,130000,3,4,Partial College,Professional,Europe,Solingen,North Rhine-Westphalia,Person,Germany,
6094,"Sanchez, Seth",18-08-1973 00:00,M,M,40000,1,1,Bachelors,Skilled Manual,Europe,Paderborn,North Rhine-Westphalia,Person,Germany,
6184,"Sanchez, Shane",09-11-1957 00:00,M,M,130000,2,4,Partial College,Professional,Europe,Dusseldorf,North Rhine-Westphalia,Person,Germany,
6195,"Thompson, Wyatt",19-08-1954 00:00,M,M,80000,4,2,Partial College,Professional,Europe,Werne,North Rhine-Westphalia,Person,Germany,
6211,"Deng, Karl",13-08-1954 00:00,S,M,130000,3,4,Partial College,Professional,Europe,Paderborn,North Rhine-Westphalia,Person,Germany,
6222,"Navarro, Ricky",02-10-1949 00:00,M,M,90000,4,1,High School,Management,Europe,Bonn,North Rhine-Westphalia,Person,Germany,
6785,"Patel, Mayra",20-03-1967 00:00,S,F,10000,4,4,Partial High School,Manual,Europe,Paderborn,North Rhine-Westphalia,Person,Germany,
6792,"Davis, Sydney",25-11-1967 00:00,M,F,30000,1,1,Bachelors,Clerical,Europe,Neunkirchen,North Rhine-Westphalia,Person,Germany,
6797,"Taylor, Eduardo",14-08-1965 00:00,S,M,10000,4,3,Partial High School,Manual,Europe,Werne,North Rhine-Westphalia,Person,Germany,
6993,"Ma, Sandra",23-12-1964 00:00,S,F,10000,5,2,Partial High School,Manual,Europe,Solingen,North Rhine-Westphalia,Person,Germany,
6999,"Weber, Tammy",06-05-1963 00:00,S,F,20000,3,3,High School,Manual,Europe,Neunkirchen,North Rhine-Westphalia,Person,Germany,
7024,"Raji, Terrence",16-10-1979 00:00,S,M,20000,5,5,High School,Manual,Europe,Bonn,North Rhine-Westphalia,Person,Germany,
7125,"Chander, Calvin",05-11-1958 00:00,M,M,130000,2,3,Bachelors,Management,Europe,Neunkirchen,North Rhine-Westphalia,Person,Germany,
7131,"Mitchell, Kaitlyn",08-02-1957 00:00,S,F,130000,3,4,Partial College,Professional,Europe,Neunkirchen,North Rhine-Westphalia,Person,Germany,
7141,"White, Anthony",03-07-1955 00:00,M,M,130000,3,4,Partial College,Professional,Europe,Neunkirchen,North Rhine-Westphalia,Person,Germany,
7184,"Schmidt, Meagan",19-12-1948 00:00,M,F,90000,4,1,Partial High School,Skilled Manual,Europe,Paderborn,North Rhine-Westphalia,Person,Germany,
7636,"Martinez, Toni",21-08-1971 00:00,S,F,40000,2,2,Partial College,Clerical,Europe,Bonn,North Rhine-Westphalia,Person,Germany,
8031,"Arun, Marco",18-02-1957 00:00,M,M,130000,2,4,Partial College,Professional,Europe,Dusseldorf,North Rhine-Westphalia,Person,Germany,
8036,"Schmidt, Stanley",24-09-1956 00:00,M,M,120000,3,4,High School,Professional,Europe,Solingen,North Rhine-Westphalia,Person,Germany,
8039,"Patel, Joe",16-08-1954 00:00,S,M,80000,3,2,Partial College,Professional,Europe,Neunkirchen,North Rhine-Westphalia,Person,Germany,
8041,"Sun, Eugene",04-09-1944 00:00,M,M,110000,3,4,Bachelors,Management,Europe,Paderborn,North Rhine-Westphalia,Person,Germany,
8044,"Jones, Jessica",10-06-1945 00:00,M,F,100000,2,3,Graduate Degree,Management,Europe,Solingen,North Rhine-Westphalia,Person,Germany,
8068,"Luo, Misty",08-02-1951 00:00,M,F,90000,4,1,High School,Professional,Europe,Paderborn,North Rhine-Westphalia,Person,Germany,
8069,"Son, Alma",10-04-1951 00:00,M,F,120000,4,5,Partial College,Professional,Europe,Werne,North Rhine-Westphalia,Person,Germany,
8197,"She, April",04-09-1970 00:00,S,F,40000,2,2,Partial College,Clerical,Europe,Neunkirchen,North Rhine-Westphalia,Person,Germany,
8305,"Nelson, Sara",10-07-1953 00:00,S,F,10000,2,1,High School,Manual,Europe,Werne,North Rhine-Westphalia,Person,Germany,
8315,"Beck, Alvin",16-03-1967 00:00,S,M,10000,3,3,Partial High School,Manual,Europe,Werne,North Rhine-Westphalia,Person,Germany,
8317,"Srini, Raymond",24-05-1967 00:00,M,M,20000,1,1,Partial College,Manual,Europe,Bottrop,North Rhine-Westphalia,Person,Germany,
8322,"Weber, Clifford",12-08-1966 00:00,M,M,20000,1,1,High School,Manual,Europe,Bottrop,North Rhine-Westphalia,Person,Germany,
8333,"Alan, Kelvin",18-07-1965 00:00,M,M,30000,1,1,Bachelors,Skilled Manual,Europe,Dusseldorf,North Rhine-Westphalia,Person,Germany,
8350,"Anand, Warren",12-08-1964 00:00,S,M,30000,2,2,Partial College,Clerical,Europe,Essen,North Rhine-Westphalia,Person,Germany,
8451,"Lal, Keith",18-02-1967 00:00,M,M,30000,1,1,Bachelors,Clerical,Europe,Werne,North Rhine-Westphalia,Person,Germany,
8473,"Sara, Heidi",12-02-1963 00:00,S,F,20000,3,3,High School,Manual,Europe,Paderborn,North Rhine-Westphalia,Person,Germany,
8901,"Richardson, Zoe",08-02-1957 00:00,M,F,120000,2,4,High School,Professional,Europe,Bottrop,North Rhine-Westphalia,Person,Germany,
8910,"Chandra, Geoffrey",09-03-1955 00:00,M,M,110000,3,4,Partial College,Professional,Europe,Bonn,North Rhine-Westphalia,Person,Germany,
8911,"Rubio, Orlando",04-06-1955 00:00,M,M,130000,3,4,Partial College,Professional,Europe,Werne,North Rhine-Westphalia,Person,Germany,
8937,"Luo, Corey",12-09-1950 00:00,M,M,100000,3,4,Partial College,Management,Europe,Bottrop,North Rhine-Westphalia,Person,Germany,
9573,"Diaz, Caroline",24-07-1953 00:00,M,F,80000,4,2,Partial College,Professional,Europe,Neunkirchen,North Rhine-Westphalia,Person,Germany,
9599,"Powell, Jackson",21-05-1947 00:00,M,M,100000,3,5,Partial High School,Professional,Europe,Bottrop,North Rhine-Westphalia,Person,Germany,
9728,"Ye, Arturo",13-01-1970 00:00,S,M,40000,2,2,Partial College,Clerical,Europe,Solingen,North Rhine-Westphalia,Person,Germany,
9730,"Zhou, Aimee",20-10-1971 00:00,M,F,40000,2,2,Partial College,Clerical,Europe,Bonn,North Rhine-Westphalia,Person,Germany,
9875,"Lal, Edwin",20-11-1968 00:00,S,M,20000,1,1,Partial College,Manual,Europe,Paderborn,North Rhine-Westphalia,Person,Germany,
9897,"Sai, Arthur",14-05-1966 00:00,M,M,30000,1,1,Bachelors,Skilled Manual,Europe,Grevenbroich,North Rhine-Westphalia,Person,Germany,
9909,"Foster, Wyatt",23-04-1964 00:00,S,M,10000,3,2,Partial High School,Manual,Europe,Neunkirchen,North Rhine-Westphalia,Person,Germany,
10008,"Ma, Nuan",21-04-1960 00:00,M,M,20000,1,1,Partial College,Manual,Europe,Paderborn,North Rhine-Westphalia,Person,Germany,
10101,"Zhang, Sandra",23-06-1979 00:00,S,F,30000,3,3,Partial College,Clerical,Europe,Munster,North Rhine-Westphalia,Person,Germany,
10511,"Perry, Carol",20-12-1954 00:00,M,F,80000,3,2,Partial College,Professional,Europe,Bottrop,North Rhine-Westphalia,Person,Germany,
10520,"Becker, Franklin",08-04-1945 00:00,S,M,100000,2,3,Bachelors,Management,Europe,Werne,North Rhine-Westphalia,Person,Germany,
10529,"Moreno, Jay",06-05-1954 00:00,M,M,130000,3,4,Partial College,Professional,Europe,Paderborn,North Rhine-Westphalia,Person,Germany,
10547,"Garcia, Cory",25-05-1948 00:00,M,M,90000,4,1,Partial High School,Skilled Manual,Europe,Bottrop,North Rhine-Westphalia,Person,Germany,
10822,"Tang, Clayton",22-05-1957 00:00,S,M,120000,2,4,High School,Professional,Europe,Bonn,North Rhine-Westphalia,Person,Germany,
10828,"Gutierrez, Mallory",07-01-1955 00:00,M,F,130000,3,4,Partial College,Professional,Europe,Neunkirchen,North Rhine-Westphalia,Person,Germany,
10829,"Gonzales, Megan",02-02-1955 00:00,S,F,130000,3,4,Partial College,Professional,Europe,Paderborn,North Rhine-Westphalia,Person,Germany,
10837,"Raman, Kristi",11-07-1944 00:00,M,F,120000,4,4,Bachelors,Management,Europe,Werne,North Rhine-Westphalia,Person,Germany,
10870,"Prasad, Tina",10-10-1947 00:00,M,F,100000,3,4,Partial High School,Professional,Europe,Bonn,North Rhine-Westphalia,Person,Germany,
11460,"Xu, Johnny",03-05-1968 00:00,M,M,20000,1,1,Partial College,Manual,Europe,Bonn,North Rhine-Westphalia,Person,Germany,
11463,"Chandra, Lydia",05-01-1968 00:00,S,F,20000,1,1,Partial College,Manual,Europe,Dusseldorf,North Rhine-Westphalia,Person,Germany,
11487,"Ruiz, Jimmy",09-04-1965 00:00,S,M,20000,2,2,High School,Manual,Europe,Bonn,North Rhine-Westphalia,Person,Germany,
11492,"Nara, Jerry",20-09-1964 00:00,S,M,20000,2,2,High School,Manual,Europe,Neunkirchen,North Rhine-Westphalia,Person,Germany,
11493,"She, Jorge",24-07-1964 00:00,S,M,20000,3,3,High School,Manual,Europe,Solingen,North Rhine-Westphalia,Person,Germany,
11494,"Sanz, Dwayne",21-01-1964 00:00,S,M,20000,3,3,High School,Manual,Europe,Munster,North Rhine-Westphalia,Person,Germany,
11628,"Sharma, Shawna",17-05-1968 00:00,S,F,20000,1,1,Partial College,Manual,Europe,Essen,North Rhine-Westphalia,Person,Germany,
11629,"Lu, Marshall",25-06-1968 00:00,M,M,20000,1,1,Partial College,Manual,Europe,Dusseldorf,North Rhine-Westphalia,Person,Germany,
11639,"Gutierrez, Kristi",19-10-1967 00:00,S,F,10000,3,3,Partial High School,Manual,Europe,Solingen,North Rhine-Westphalia,Person,Germany,
11661,"Lopez, Monica",16-07-1964 00:00,S,F,20000,2,2,High School,Manual,Europe,Bottrop,North Rhine-Westphalia,Person,Germany,
11695,"Kapoor, Molly",06-01-1978 00:00,S,F,30000,3,3,Partial College,Clerical,Europe,Dusseldorf,North Rhine-Westphalia,Person,Germany,
11798,"She, Leonard",26-02-1957 00:00,M,M,130000,2,4,Partial College,Professional,Europe,Grevenbroich,North Rhine-Westphalia,Person,Germany,
11802,"Raje, Alicia",10-11-1955 00:00,M,F,110000,3,4,Partial College,Professional,Europe,Bonn,North Rhine-Westphalia,Person,Germany,
11804,"Shan, Marshall",05-02-1955 00:00,S,M,130000,3,4,Partial College,Professional,Europe,Werne,North Rhine-Westphalia,Person,Germany,
11836,"Zhang, Alan",13-11-1947 00:00,M,M,100000,4,5,Partial High School,Professional,Europe,Essen,North Rhine-Westphalia,Person,Germany,
12605,"Kovar, Troy",25-05-1955 00:00,S,M,110000,3,4,Partial College,Professional,Europe,Essen,North Rhine-Westphalia,Person,Germany,
12620,"Tang, Ricardo",15-07-1953 00:00,M,M,110000,3,5,Bachelors,Management,Europe,Essen,North Rhine-Westphalia,Person,Germany,
12623,"Moreno, Darren",11-06-1952 00:00,M,M,110000,4,5,Partial College,Professional,Europe,Munster,North Rhine-Westphalia,Person,Germany,
12634,"Chande, Deborah",07-11-1949 00:00,S,F,120000,4,5,High School,Management,Europe,Paderborn,North Rhine-Westphalia,Person,Germany,
12766,"Price, Kelly",02-03-1972 00:00,S,F,40000,2,2,Partial College,Clerical,Europe,Neunkirchen,North Rhine-Westphalia,Person,Germany,
12767,"Martinez, Cassandra",02-05-1972 00:00,S,F,40000,2,2,Partial College,Clerical,Europe,Solingen,North Rhine-Westphalia,Person,Germany,
12898,"Chapman, Katrina",12-03-1967 00:00,S,F,10000,3,3,Partial High School,Manual,Europe,Bonn,North Rhine-Westphalia,Person,Germany,
12915,"Sharma, Tonya",24-09-1964 00:00,M,F,20000,2,2,High School,Manual,Europe,Bonn,North Rhine-Westphalia,Person,Germany,
12938,"Ruiz, Eddie",26-03-1979 00:00,M,M,20000,5,5,High School,Manual,Europe,Bonn,North Rhine-Westphalia,Person,Germany,
13043,"White, Zachary",27-09-1968 00:00,M,M,10000,2,2,High School,Manual,Europe,Paderborn,North Rhine-Westphalia,Person,Germany,
13050,"Gomez, Byron",16-09-1968 00:00,S,M,20000,1,1,Partial College,Manual,Europe,Neunkirchen,North Rhine-Westphalia,Person,Germany,
13060,"Navarro, Tabitha",22-04-1967 00:00,S,F,30000,1,1,Bachelors,Clerical,Europe,Neunkirchen,North Rhine-Westphalia,Person,Germany,
13075,"Alexander, Grace",09-07-1965 00:00,S,F,10000,4,3,Partial High School,Manual,Europe,Werne,North Rhine-Westphalia,Person,Germany,
13088,"Wilson, Hannah",10-09-1964 00:00,S,F,30000,2,2,Partial College,Manual,Europe,Paderborn,North Rhine-Westphalia,Person,Germany,
13532,"Xie, Andres",18-03-1958 00:00,M,M,130000,2,3,Bachelors,Management,Europe,Paderborn,North Rhine-Westphalia,Person,Germany,
13549,"Liu, Crystal",25-02-1944 00:00,M,F,110000,3,4,Bachelors,Management,Europe,Paderborn,North Rhine-Westphalia,Person,Germany,
13573,"Martinez, Carolyn",28-05-1950 00:00,M,F,100000,3,4,Partial College,Management,Europe,Bonn,North Rhine-Westphalia,Person,Germany,
13580,"Alexander, Trevor",05-08-1947 00:00,S,M,100000,3,5,Partial High School,Professional,Europe,Bottrop,North Rhine-Westphalia,Person,Germany,
13581,"Zhao, Wesley",10-08-1947 00:00,M,M,110000,4,5,Partial High School,Professional,Europe,Solingen,North Rhine-Westphalia,Person,Germany,
13723,"Ross, Hunter",15-03-1970 00:00,S,M,40000,2,2,Partial College,Clerical,Europe,Werne,North Rhine-Westphalia,Person,Germany,
13839,"Young, Elijah",26-05-1957 00:00,S,M,130000,3,4,Partial College,Professional,Europe,Werne,North Rhine-Westphalia,Person,Germany,
13880,"Munoz, Desiree",11-04-1948 00:00,M,F,90000,4,1,Partial High School,Skilled Manual,Europe,Munster,North Rhine-Westphalia,Person,Germany,
14505,"Sutton, Calvin",12-10-1978 00:00,S,M,30000,3,3,Partial College,Clerical,Europe,Bonn,North Rhine-Westphalia,Person,Germany,
14582,"Bryant, Kayla",27-07-1960 00:00,S,F,20000,1,1,Partial College,Manual,Europe,Solingen,North Rhine-Westphalia,Person,Germany,
14774,"Simmons, Jack",24-05-1956 00:00,S,M,120000,3,4,High School,Professional,Europe,Paderborn,North Rhine-Westphalia,Person,Germany,
14795,"Tang, Kristin",24-10-1952 00:00,S,F,90000,4,1,High School,Professional,Europe,Dusseldorf,North Rhine-Westphalia,Person,Germany,
14796,"Gomez, Marie",13-07-1952 00:00,S,F,110000,4,5,Partial College,Professional,Europe,Neunkirchen,North Rhine-Westphalia,Person,Germany,
15363,"Torres, Joy",18-03-1966 00:00,M,F,20000,1,1,High School,Manual,Europe,Neunkirchen,North Rhine-Westphalia,Person,Germany,
15371,"Bryant, Maria",17-09-1965 00:00,M,F,20000,2,2,High School,Manual,Europe,Bottrop,North Rhine-Westphalia,Person,Germany,
15379,"Raje, Colin",03-06-1958 00:00,M,M,130000,2,3,Bachelors,Management,Europe,Paderborn,North Rhine-Westphalia,Person,Germany,
15394,"Raman, Donald",07-08-1944 00:00,S,M,110000,3,4,Bachelors,Management,Europe,Paderborn,North Rhine-Westphalia,Person,Germany,
15822,"Guo, Tamara",21-02-1967 00:00,M,F,10000,4,4,Partial High School,Manual,Europe,Bottrop,North Rhine-Westphalia,Person,Germany,
15852,"Alvarez, Diane",20-11-1963 00:00,S,F,20000,3,3,High School,Manual,Europe,Bottrop,North Rhine-Westphalia,Person,Germany,
15986,"Diaz, Jésus",11-09-1973 00:00,M,M,40000,1,1,Bachelors,Skilled Manual,Europe,Grevenbroich,North Rhine-Westphalia,Person,Germany,
15997,"Oliver, Natasha",07-08-1972 00:00,S,F,40000,2,2,Partial College,Clerical,Europe,Bottrop,North Rhine-Westphalia,Person,Germany,
15998,"Becker, Katie",23-07-1972 00:00,M,F,40000,2,2,Partial College,Clerical,Europe,Werne,North Rhine-Westphalia,Person,Germany,
16137,"Coleman, Isabella",22-11-1968 00:00,M,F,10000,2,2,High School,Manual,Europe,Solingen,North Rhine-Westphalia,Person,Germany,
16175,"Bennett, Fernando",06-02-1972 00:00,S,M,40000,2,2,Partial College,Clerical,Europe,Paderborn,North Rhine-Westphalia,Person,Germany,
16188,"Diaz, Lucas",10-10-1970 00:00,M,M,40000,2,2,Partial College,Clerical,Europe,Werne,North Rhine-Westphalia,Person,Germany,
16189,"She, Claudia",06-07-1970 00:00,S,F,40000,2,2,Partial College,Clerical,Europe,Munster,North Rhine-Westphalia,Person,Germany,
16308,"Prasad, Andre",05-08-1956 00:00,M,M,120000,3,4,High School,Professional,Europe,Paderborn,North Rhine-Westphalia,Person,Germany,
16317,"Malhotra, Jarrod",06-09-1946 00:00,M,M,120000,4,5,Bachelors,Management,Europe,Solingen,North Rhine-Westphalia,Person,Germany,
16321,"Green, Jose",04-09-1953 00:00,M,M,70000,4,3,High School,Professional,Europe,Solingen,North Rhine-Westphalia,Person,Germany,
16337,"Suri, George",13-10-1947 00:00,S,M,120000,5,5,High School,Management,Europe,Werne,North Rhine-Westphalia,Person,Germany,
16768,"Arun, Brandy",10-10-1967 00:00,S,F,20000,1,1,Partial College,Manual,Europe,Solingen,North Rhine-Westphalia,Person,Germany,
16815,"Shan, Katrina",25-10-1979 00:00,S,F,30000,3,3,Partial College,Clerical,Europe,Munster,North Rhine-Westphalia,Person,Germany,
16826,"Zimmerman, Christy",03-11-1978 00:00,S,F,30000,3,3,Partial College,Clerical,Europe,Bottrop,North Rhine-Westphalia,Person,Germany,
16933,"Diaz, Leslie",15-07-1955 00:00,S,F,110000,3,4,Partial College,Professional,Europe,Essen,North Rhine-Westphalia,Person,Germany,
16942,"Chen, Margaret",09-06-1953 00:00,M,F,80000,4,2,Partial College,Professional,Europe,Grevenbroich,North Rhine-Westphalia,Person,Germany,
16953,"Perez, Roy",21-06-1952 00:00,M,M,90000,4,1,High School,Professional,Europe,Essen,North Rhine-Westphalia,Person,Germany,
16961,"Alonso, Randall",22-11-1950 00:00,M,M,110000,4,5,Partial College,Management,Europe,Paderborn,North Rhine-Westphalia,Person,Germany,
17529,"Chande, Tasha",19-06-1968 00:00,M,F,20000,1,1,Partial College,Manual,Europe,Dusseldorf,North Rhine-Westphalia,Person,Germany,
17555,"Sanders, Natalie",11-03-1973 00:00,M,F,40000,1,1,Bachelors,Skilled Manual,Europe,Bottrop,North Rhine-Westphalia,Person,Germany,
17556,"Serrano, Monique",12-07-1973 00:00,M,F,40000,1,1,Bachelors,Skilled Manual,Europe,Paderborn,North Rhine-Westphalia,Person,Germany,
17557,"Gonzales, Isabel",20-06-1973 00:00,M,F,40000,1,1,Bachelors,Skilled Manual,Europe,Solingen,North Rhine-Westphalia,Person,Germany,
17711,"Vazquez, Tyrone",18-07-1953 00:00,M,M,10000,2,1,High School,Manual,Europe,Bonn,North Rhine-Westphalia,Person,Germany,
17742,"Dominguez, Bruce",21-10-1973 00:00,M,M,40000,1,1,Bachelors,Skilled Manual,Europe,Werne,North Rhine-Westphalia,Person,Germany,
18372,"Walker, Matthew",14-12-1966 00:00,M,M,20000,2,2,High School,Manual,Europe,Paderborn,North Rhine-Westphalia,Person,Germany,
18375,"Sai, Shane",21-05-1965 00:00,M,M,20000,2,2,High School,Manual,Europe,Bonn,North Rhine-Westphalia,Person,Germany,
8827,"Zhao, Clarence",05-08-1964 00:00,S,M,80000,4,3,Bachelors,Management,North America,Calgary,Alberta,Person,Canada,
13782,"Garcia, Carmen",22-10-1972 00:00,M,F,50000,1,1,Graduate Degree,Skilled Manual,North America,Calgary,Alberta,Person,Canada,
16283,"Perez, Barry",14-09-1967 00:00,M,M,40000,5,5,High School,Skilled Manual,North America,Calgary,Alberta,Person,Canada,
